title,author,rating,summary,genres,cover_url,url
The Fall of Berlin 1945,Antony Beevor,4.3,"The Red Army had much to avenge when it finally reached the frontiers of the Reich in January 1945. Political instructors rammed home the message of Wehrmacht and SS brutality. The result was the most terrifying example of fire and sword ever known, with tanks crushing refugee columns under their tracks, mass rape, pillage and destruction. Hundreds of thousands of women and children froze to death or were massacred because Nazi Party chiefs, refusing to face defeat, had forbidden the evacuation of civilians. Over seven million fled westwards from the terror of the Red Army.Antony Beevor reconstructs the experiences of those millions caught up in the nightmare of the Third Reich's final collapse, telling a terrible story of pride, stupidity, fanaticism, revenge and savagery, but also one of astonishing endurance, self-sacrifice and survival against all odds.","['History', 'Nonfiction', 'World War II', 'War', 'Military History', 'Germany', 'Military Fiction']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312049741i/42661.jpg,https://www.goodreads.com/book/show/42661.The_Fall_of_Berlin_1945
The Dark Side: The Inside Story of How the War on Terror Turned Into a War on American Ideals,Jane Mayer,4.18,"In the days immediately following September 11th, the most powerful people in the country were panic-stricken. The radical decisions about how to combat terrorists and strengthen national security were made in a state of utter chaos and fear, but the key players, Vice President Dick Cheney and his powerful, secretive adviser David Addington, used the crisis to further a long held agenda to enhance Presidential powers to a degree never known in U.S. history, and obliterate Constitutional protections that define the very essence of the American experiment.The Dark Side is a dramatic, riveting, and definitive narrative account of how the United States made terrible decisions in the pursuit of terrorists around the world-- decisions that not only violated the Constitution to which White House officials took an oath to uphold, but also hampered the pursuit of Al Qaeda. In gripping detail, acclaimed New Yorker writer and bestselling author, Jane Mayer, relates the impact of these decisionsU.S.-held prisoners, some of them completely innocent, were subjected to treatment more reminiscent of the Spanish Inquisition than the twenty-first century.The Dark Side will chronicle real, specific cases, shown in real time against the larger tableau of what was happening in Washington, looking at the intelligence gainedor notand the price paid. In some instances, torture worked. In many more, it led to false information, sometimes with devastating results. For instance, there is the stunning admission of one of the detainees, Sheikh Ibn al-Libi, that the confession he gave under duresswhich provided a key piece of evidence buttressing congressional support of going to war against Iraq--was in fact fabricated, to make the torture stop.In all cases, whatever the short term gains, there were incalculable losses in terms of moral standing, and our country's place in the world, and its sense of itself. The Dark Side chronicles one of the most disturbing chapters in American history, one that will serve as the lasting legacy of the George W. Bush presidency.","['Nonfiction', 'Politics', 'History', 'War', 'Terrorism', 'American History', 'Military Fiction']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1656074129i/3280003.jpg,https://www.goodreads.com/book/show/3280003-the-dark-side
The Witch's Trinity,Erika Mailman,3.59,"A gripping, well-told story of faith and truth.Khaled Hosseini, bestselling author of The Kite RunnerA disturbingly effective historical novel. Boston GlobeBeautifully written, nary a word out of place, and with a few moments that throw you beyondthe way good books do ... deeply satisfying. San Francisco ChronicleA San Francisco Chronicle Notable Book of 2007In 1507, when a severe famine strikes a small town in Germany, a friar arrives from a large city, claiming that the town is under the spell of witches in league with the devil. He brings with him a book called the Malleus MaleficarumThe Witchs Hammera guide to gaining confessions of witchcraft, and promises to identify the guilty woman who has brought Gods anger upon the town, burn her, and restore bounty. Gde Mller suffers stark and frightening visionsrecently she has seen things that defy explanation. No one in the village know this, and Gde herself worries that perhaps her mind has begun to wandercertainly she has outlived all but one of her peers in Tierkinddorf. Yet of one thing she is absolutely She has become an object of scorn and a burden to her sons wife. In these desperate times her daughter-in-law would prefer one less hungry mouth at the family table. As the friar turns his eye on each member of the tiny community, Gde dreads what her daughter-in-law might say to win his favor. Then one terrible night Gde follows an unearthly voice and the scent of charred meat into the snow-filled woods. Come morning, she no longer knows if the horror she witnessed was real or imagined. She only knows that if the friar hears of it, she may be damned in this life as well as the next. The Witchs Trinity beautifully illuminates a dark period of history; it is vividly imagined, elegantly written, haunting, and unforgettable.","['Historical Fiction', 'Fiction', 'Witches', 'Historical', 'Fantasy', 'Horror', 'Germany']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320438928i/2922755.jpg,https://www.goodreads.com/book/show/2922755-the-witch-s-trinity
A Free Life,Ha Jin,3.71,"From Ha Jin, the widely-acclaimed, award-winning author of Waiting and War Trash, comes a novel that takes his fiction to a new setting: 1990s America. We follow the Wu family--father Nan, mother Pingping, and son Taotao--as they fully sever their ties with China in the aftermath of the 1989 Tiananmen Square massacre and begin a new, free life in the United States.At first, their future seems well-assured--Nans graduate work in political science at Brandeis University would guarantee him a teaching position in China--but after the fallout from Tiananmen, Nans disillusionment turns him towards his first love, poetry. Leaving his studies, he takes on a variety of menial jobs while Pingping works for a wealthy widow as a cook and housekeeper. As Nan struggles to adapt to a new language and culture, his love of poetry and literature sustains him through difficult, lean years. Ha Jin creates a moving, realistic, but always hopeful narrative as Nan moves from Boston to New York to Atlanta, ever in search of financial stability and success, even in a culture that sometimes feels oppressive and hostile. As Pingping and Taotao slowly adjust to American life, Nan still feels a strange, paradoxical attachment to his homeland, though he violently disagrees with Communist policy. And severing all ties--including his love for a woman who rejected him in his youth--proves to be more difficult than he could have ever imagined.Ha Jins prodigious talents are evident in this powerful new book, which brilliantly brings to life the struggles and successes that characterize the contemporary immigrant experience. With its lyrical prose and confident grace, A Free Life is a luminous addition to the works of one of the preeminent writers in America today.","['Fiction', 'China', 'Contemporary', 'Literary Fiction', 'Asia', 'Audiobook', 'Novels']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388849700i/199215.jpg,https://www.goodreads.com/book/show/199215.A_Free_Life
A Monster Calls,Patrick Ness,4.35,"An unflinching, darkly funny, and deeply moving story of a boy, his seriously ill mother, and an unexpected monstrous visitor. At seven minutes past midnight, thirteen-year-old Conor wakes to find a monster outside his bedroom window. But it isn't the monster Conor's been expecting - he's been expecting the one from his nightmare, the nightmare he's had nearly every night since his mother started her treatments. The monster in his backyard is different. It's ancient. And wild. And it wants something from Conor. Something terrible and dangerous. It wants the truth.From the final idea of award-winning author Siobhan Dowd - whose premature death from cancer prevented her from writing it herself - Patrick Ness has spun a haunting and darkly funny novel of mischief, loss, and monsters both real and imagined.","['Fantasy', 'Young Adult', 'Fiction', 'Horror', 'Middle Grade', 'Contemporary', 'Magical Realism']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1485991317i/8621462.jpg,https://www.goodreads.com/book/show/8621462-a-monster-calls
Undead and Unreturnable,MaryJanice Davidson,3.88,"As if she needed yet another reason to shop, Queen of the Vampires Betsy Taylor is in the middle of planning the perfect wedding to drop-dead gorgeous vamp Eric Sinclair. And shes not about to let little things like death and blood-drinking get in her way.But all is not bouquets and bridal showersBetsy is plagued by ghosts who demand her help in rectifying their past mistakes, and a serial killer is on the loose. With his victims all being tall, blond women, Betsy fits the profile exactly","['Vampires', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fantasy', 'Urban Fantasy', 'Chick Lit']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388191267i/478657.jpg,https://www.goodreads.com/book/show/478657.Undead_and_Unreturnable
Pushing the Limits,Katie McGarry,4.05,"""I won't tell anyone, Echo. I promise.""Noah tucked a curl behind my ear. It had been so long since someone touched me like he did. Why did it have to be Noah Hutchins?His dark brown eyes shifted to my covered arms. ""You didn't do that-did you? It was done to you?""No one ever asked that question. They stared. They whispered. They laughed. But they never asked.So wrong for each other...and yet so right.No one knows what happened the night Echo Emerson went from popular girl with jock boyfriend to gossiped-about outsider with ""freaky"" scars on her arms. Even Echo can't remember the whole truth of that horrible night. All she knows is that she wants everything to go back to normal.But when Noah Hutchins, the smoking-hot, girl-using loner in the black leather jacket, explodes into her life with his tough attitude and surprising understanding, Echo's world shifts in ways she could never have imagined. They should have nothing in common. And with the secrets they both keep, being together is pretty much impossible. Yet the crazy attraction between them refuses to go away. And Echo has to ask herself just how far they can push the limits and what she'll risk for the one guy who might teach her how to love again...","['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'Contemporary Romance', 'High School', 'Realistic Fiction']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1322770025i/10194514.jpg,https://www.goodreads.com/book/show/10194514-pushing-the-limits
The Fish the Fighters and the Song-Girl,Janet E. Morris,4.56,"New blood and old warriors face unforeseen challenges as one war ends in triumph and another conflict looms. Stories you'll love to hear again and stories you've been hoping to hear for the first time in a brand-new Sacred Band anthology that takes the Stepsons where they've never been before...Tales of risk and glory, past, present and future, among the Sacred Band of Stepsons cavalry in The Fish the Fighter and the Song-girl, the second Sacred Band Tempus and his Sacred Band won the battle of their dreams, but now the time has come to count the cost and face the consequences in fifteen tales, old and new, of the iconic Sacred Band of Stepsons, including the last six classic Sacred Band stories from the million-copy bestselling shared universe of Thieves' World and nine new adventures.","['Fantasy', 'Sword and Sorcery']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1338563901i/14744360.jpg,https://www.goodreads.com/book/show/14744360-the-fish-the-fighters-and-the-song-girl
The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,4.34,"An alternative cover edition for this ISBN can be found here and here.The Emperor of All Maladies is a magnificent, profoundly humane biography of cancer - from its first documented appearances thousands of years ago through the epic battles in the twentieth century to cure, control, and conquer it to a radical new understanding of its essence. Physician, researcher, and award-winning science writer, Siddhartha Mukherjee examines cancer with a cellular biologists precision, a historians perspective, and a biographers passion. The result is an astonishingly lucid and eloquent chronicle of a disease humans have lived with - and perished from - for more than five thousand years. The story of cancer is a story of human ingenuity, resilience, and perseverance, but also of hubris, paternalism, and misperception. Mukherjee recounts centuries of discoveries, setbacks, victories, and deaths, told through the eyes of his predecessors and peers, training their wits against an infinitely resourceful adversary that, just three decades ago, was thought to be easily vanquished in an all-out war against cancer. The book reads like a literary thriller with cancer as the protagonist. From the Persian Queen Atossa, whose Greek slave cut off her malignant breast, to the nineteenth-century recipients of primitive radiation and chemotherapy to Mukherjees own leukemia patient, Carla, The Emperor of All Maladies is about the people who have soldiered through fiercely demanding regimens in order to surviveand to increase our understanding of this iconic disease. Riveting, urgent, and surprising, The Emperor of All Maladies provides a fascinating glimpse into the future of cancer treatments. It is an illuminating book that provides hope and clarity to those seeking to demystify cancer.","['Nonfiction', 'Science', 'History', 'Medicine', 'Medical', 'Health', 'Biology']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1280771091i/7170627.jpg,https://www.goodreads.com/book/show/7170627-the-emperor-of-all-maladies
Evicted: Poverty and Profit in the American City,Matthew Desmond,4.47,"In Evicted, Princeton sociologist Matthew Desmond follows eight families in Milwaukee as they struggle to keep a roof over their heads. Evicted transforms our understanding of poverty and economic exploitation while providing fresh ideas for solving one of 21st-century America's most devastating problems. Its unforgettable scenes of hope and loss remind us of the centrality of home, without which nothing else is possible.","['Nonfiction', 'Sociology', 'Politics', 'Social Justice', 'History', 'Audiobook', 'Economics']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442840968i/25852784.jpg,https://www.goodreads.com/book/show/25852784-evicted
A Brief History of Seven Killings,Marlon James,3.89,"On December 3, 1976, just before the Jamaican general election and two days before Bob Marley was to play the Smile Jamaica Concert, gunmen stormed his house, machine guns blazing. The attack nearly killed the Reggae superstar, his wife, and his manager, and injured several others. Marley would go on to perform at the free concert on December 5, but he left the country the next day, not to return for two years.Deftly spanning decades and continents and peopled with a wide range of charactersassassins, journalists, drug dealers, and even ghostsA Brief History of Seven Killings is the fictional exploration of that dangerous and unstable time and its bloody aftermath, from the streets and slums of Kingston in the 70s, to the crack wars in 80s New York, to a radically altered Jamaica in the 90s. Brilliantly inventive and stunningly ambitious, this novel is a revealing modern epic that will secure Marlon James place among the great literary talents of his generation.","['Fiction', 'Historical Fiction', 'Literary Fiction', 'Crime', 'Mystery', 'Audiobook', 'Novels']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1399045083i/20893314.jpg,https://www.goodreads.com/book/show/20893314-a-brief-history-of-seven-killings
Revelation,C.J. Sansom,4.37,"Spring, 1543. King Henry VIII is wooing Lady Catherine Parr, whom he wants for his sixth wife. But this time the object of his affections is resisting. Archbishop Cranmer and the embattled Protestant faction at court are watching keenly, for Lady Catherine is known to have reformist sympathies. Meanwhile, a teenage boy, a religious maniac, has been placed in the Bedlam hospital for the insane. When an old friend of Matthew Shardlake is murdered, his investigations lead to connections to both, and to the prophecies of the book of Revelation. Shardlake follows a trail of horrific murders that are igniting frenzied talk of witchcraft and demonic possession. For what else would the Tudor mind make of a serial killer...?","['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Crime', 'Historical Mystery', 'Audiobook']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327170369i/820480.jpg,https://www.goodreads.com/book/show/820480.Revelation
Confessions of a Contractor,Richard  Murphy,3.02,"After spending fifteen years renovating houses for wealthy L.A. women and keeping his distance from his clients, Henry Sullivan finds himself breaking the rules when he falls for two very different women, former friends for whom he takes on separate remodeling jobs while trying to uncover the events that had ended the women's friendship. A first novel. 50,000 first printing.","['Fiction', 'Romance', 'Humor', 'Adult Fiction']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442665372i/3325259.jpg,https://www.goodreads.com/book/show/3325259-confessions-of-a-contractor
Chosen,P.C. Cast,3.91,"Dark forces are at work at the House of Night and Zoey Redbirds adventures at the school take a mysterious turn. Her best friend, Stevie Rae, is undead and struggling to maintain a grip on her humanity. Zoey finds herself in the very unexpected and rare situation of having three boyfriends. Mix a little bloodlust into the equation and the situation has the potential to spell social disaster. Just when it seems things couldnt get any tougher, vampyres start turning up dead. Really dead. It looks like the People of Faith are tired of living side-by-side with vampyres. But, as Zoey and her friends so often find out, how things appear rarely affects the truth","['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Supernatural']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1393192825i/1326258.jpg,https://www.goodreads.com/book/show/1326258.Chosen
The Distant Hours,Kate Morton,3.89,"A long lost letter arrives in the post and Edie Burchill finds herself on a journey to Milderhurst Castle, a great but moldering old house, where the Blythe spinsters live and where her mother was billeted 50 years before as a 13 year old child during WWII. The elder Blythe sisters are twins and have spent most of their lives looking after the third and youngest sister, Juniper, who hasnt been the same since her fiance jilted her in 1941.  Inside the decaying castle, Edie begins to unravel her mothers past. But there are other secrets hidden in the stones of Milderhurst, and Edie is about to learn more than she expected. The truth of what happened in the distant hours of the past has been waiting a long time for someone to find it. Morton once again enthralls readers with an atmospheric story featuring unforgettable characters beset by love and circumstance and haunted by memory, that reminds us of the rich power of storytelling.","['Historical Fiction', 'Fiction', 'Mystery', 'Historical', 'Gothic', 'Romance', 'Audiobook']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1358273860i/6746018.jpg,https://www.goodreads.com/book/show/6746018-the-distant-hours
Twelve Sharp,Janet Evanovich,4.17,"Welcome to Trenton, New Jersey, where bounty hunter Stephanie Plum's life is about to implode in Janet Evanovich's wildest, hottest novel yet !FIRST A STRANGER APPEARSWhile chasing down the usual cast of miscreants and weirdos Stephanie discovers that a crazed woman is stalking her.THEN THE STRANGER REVEALS HER SECRETSThe woman dresses in black, carries a 9mm Glock, and has a bad attitude and a mysterious connection to dark and dangerous Carlos Manoso street name, Ranger.NEXT, SOMEBODY DIESThe action turns deadly serious, and Stephanie goes from hunting skips to hunting a murderer.SOON, THE CHASE IS ONRanger needs Stephanie for more reasons than he can say. And now, the two are working together to find a killer, rescue a missing child, and stop a lunatic from raising the body count. When Stephanie Plum and Ranger get too close for comfort, vice cop Joe Morelli (her on-again, off-again boyfriend) steps in.Will the ticking clock stop at the stroke of twelve, or will a stranger in the wind find a way to stop Stephanie Plumforever? Filled with Janet Evanovich's trademark action, nonstop adventure, and sharp humor, Twelve Sharp shows why her novels have been called ""hot stuff"" ( The New York Times ), and Evanovich herself ""the master"" ( San Francisco Examiner ).","['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Romance', 'Crime', 'Audiobook']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1316727699i/3507.jpg,https://www.goodreads.com/book/show/3507.Twelve_Sharp
Labyrinth,Kate Mosse,3.62,"In the Pyrenees mountains near Carcassonne, Alice, a volunteer at an archaeological dig, stumbles into a cave and makes a startling discovery-two crumbling skeletons, strange writings on the walls, and the pattern of a labyrinth. Eight hundred years earlier, on the eve of a brutal crusade that will rip apart southern France, a young woman named Alais is given a ring and a mysterious book for safekeeping by her father. The book, he says, contains the secret of the true Grail, and the ring, inscribed with a labyrinth, will identify a guardian of the Grail. Now, as crusading armies gather outside the city walls of Carcassonne, it will take a tremendous sacrifice to keep the secret of the labyrinth safe.","['Historical Fiction', 'Fiction', 'Fantasy', 'Mystery', 'Historical', 'Thriller', 'France']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1546515370i/14975.jpg,https://www.goodreads.com/book/show/14975.Labyrinth
Don't Judge a Girl by Her Cover,Ally Carter,4.2,"When Cammie ""The Chameleon"" Morgan visits her roommate Macey in Boston, she thinks she's in for an exciting end to her summer break. After all, she's there to watch Macey's father accept the nomination for vice president of the United States. But when you go to the world's best school (for spies), ""exciting"" and ""deadly"" are never far apart. Cammie and Macey soon find themselves trapped in a kidnappers' plot, with only their espionage skills to save them.As her junior year begins, Cammie can't shake the memory of what happened in Boston, and even the Gallagher Academy for Exceptional Young Women doesn't feel like the safe haven it once did. Shocking secrets and old flames seem to lurk around every one of the mansion's corners as Cammie and her friends struggle to answer the questions, Who is after Macey? And how can the Gallagher Girls keep her safe?Soon Cammie is joining Bex and Liz as Macey's private security team on the campaign trail. The girls must use their spy training at every turn as the stakes are raised, and Cammie gets closer and closer to the shocking truth. . . .","['Young Adult', 'Mystery', 'Romance', 'Contemporary', 'Fiction', 'Espionage', 'Adventure']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1359827132i/5267365.jpg,https://www.goodreads.com/book/show/5267365-don-t-judge-a-girl-by-her-cover
Only the Good Spy Young,Ally Carter,4.29,"When Cammie Morgan enrolled at the Gallagher Academy, she knew she was preparing for the dangerous life of a spy. What she didnt know was that the serious, real-life danger would start during her junior year of high school. But thats exactly what happened two months ago when Cammie faced off against an ancient terrorist organization dead set on kidnapping her.Now the danger follows her everywhere, and even Cammie The Chameleon cant hide. When a terrifying encounter in London reveals that one of her most-trusted allies is actually a rogue double-agent, Cammie no longer knows if she can trust her classmates, her teachersor even her own heart.In this fourth installment of the New York Times best-selling series, the Gallagher Girls must hack, spy, steal, and lie their way to the truth.as they go searching for answers, recognizing that the key to Cammies future may lie deep in the past.","['Young Adult', 'Mystery', 'Romance', 'Contemporary', 'Espionage', 'Fiction', 'Adventure']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441070330i/6950688.jpg,https://www.goodreads.com/book/show/6950688-only-the-good-spy-young
"Started Early, Took My Dog",Kate Atkinson,3.93,"Tracy Waterhouse leads a quiet, ordered life as a retired police detective - a life that takes a surprising turn when she encounters Kelly Cross, a habitual offender, dragging a young child through town. Both appear miserable and better off without each other - or so decides Tracy, in a snap decision that surprises herself as much as Kelly. Suddenly burdened with a small child, Tracy soon learns her parental inexperience is actually the least of her problems, as much larger ones loom for her and her young charge. Meanwhile, Jackson Brodie, the beloved detective of novels such as Case Histories, is embarking on a different sort of rescue - that of an abused dog. Dog in tow, Jackson is about to learn, along with Tracy, that no good deed goes unpunished.","['Mystery', 'Fiction', 'Crime', 'Audiobook', 'Mystery Thriller', 'British Literature', 'Thriller']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1273446011i/7307795.jpg,https://www.goodreads.com/book/show/7307795-started-early-took-my-dog
The Lonely Polygamist,Brady Udall,3.52,"Beautifully written, keenly observed, and ultimately redemptive, The Lonely Polygamist is an unforgettable story of an American familywith its inevitable dysfunctionality, heartbreak, and comedypushed to its outer limits.From a luminous storyteller, a highly anticipated new novel about the American family writ large. Golden Richards, husband to four wives, father to twenty-eight children, is having the mother of all midlife crises. His construction business is failing, his family has grown into an overpopulated mini-dukedom beset with insurrection and rivalry, and he is done in with grief: due to the accidental death of a daughter and the stillbirth of a son, he has come to doubt the capacity of his own heart. Brady Udall, one of our finest American fiction writers, tells a tragicomic story of a deeply faithful man who, crippled by grief and the demands of work and family, becomes entangled in an affair that threatens to destroy his family's future. Like John Irving and Richard Yates, Udall creates characters that engage us to the fullest as they grapple with the nature of need, love, and belonging. Beautifully written, keenly observed, and ultimately redemptive, The Lonely Polygamist is an unforgettable story of an American familywith its inevitable dysfunctionality, heartbreak, and comedypushed to its outer limits.","['Fiction', 'Contemporary', 'Adult Fiction', 'Polygamy', 'Religion', 'Literary Fiction', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327886093i/9498875.jpg,https://www.goodreads.com/book/show/9498875-the-lonely-polygamist
The Death Cure,James Dashner,3.78,"Its the end of the line. WICKED has taken everything from Thomas: his life, his memories, and now his only friendsthe Gladers. But its finally over. The trials are complete, after one final test. Will anyone survive? What WICKED doesnt know is that Thomas remembers far more than they think. And its enough to prove that he cant believe a word of what they say. The truth will be terrifying. Thomas beat the Maze. He survived the Scorch. Hell risk anything to save his friends. But the truth might be what ends it all.  The time for lies is over.","['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Adventure', 'Post Apocalyptic']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1303997647i/7864437.jpg,https://www.goodreads.com/book/show/7864437-the-death-cure
The Ladies of Grace Adieu and Other Stories,Susanna Clarke,3.87,"Following the enormous success of 2004 bestseller and critics' favorite ""Jonathan Strange & Mr Norrell"", Susanna Clarke delivers a delicious collection of ten stories set in the same fairy-crossed world of 19th-century England. With Clarke's characteristic historical detail and diction, these dark, enchanting tales unfold in a slightly distorted version of our own world, where people are bedeviled by mischievous interventions from the fairies. With appearances from beloved characters from her novel, including Jonathan Strange and Childermass, and an entirely new spin on certain historical figures, including Mary, Queen of Scots, this is a must-have for fans of Susanna Clarke's and an enticing introduction to her work for new readers. Some of these stories have never before been published; others have appeared in the ""New York Times"" or in highly regarded anthologies. In this collection, they come together to expand the reach of Clarke's land of enchantment.","['Fantasy', 'Short Stories', 'Fiction', 'Historical Fiction', 'Historical', 'Magic', 'Audiobook']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1435241299i/15161.jpg,https://www.goodreads.com/book/show/15161.The_Ladies_of_Grace_Adieu_and_Other_Stories
The Serpent's Shadow,Rick Riordan,4.28,"He's b-a-a-ack! Despite their best efforts, Carter and Sadie Kane can't seem to keep Apophis, the chaos snake, down. Now Apophis is threatening to plunge the world into eternal darkness, and the Kanes are faced with the impossible task of having to destroy him once and for all. Unfortunately, the magicians of the House of Life are on the brink of civil war, the gods are divided, and the young initiates of Brooklyn House stand almost alone against the forces of chaos. The Kanes' only hope is an ancient spell that might turn the serpent's own shadow into a weapon, but the magic has been lost for a millennia. To find the answer they need, the Kanes must rely on the murderous ghost of a powerful magician who might be able to lead them to the serpent's shadow . . . or might lead them to their deaths in the depths of the underworld. Nothing less than the mortal world is at stake when the Kane family fulfills its destiny in this thrilling conclusion to the Kane Chronicles.","['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Magic']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1366227982i/12893742.jpg,https://www.goodreads.com/book/show/12893742-the-serpent-s-shadow
Carry On,Rainbow Rowell,4.16,"Simon Snow is the worst Chosen One who's ever been chosen.That's what his roommate, Baz, says. And Baz might be evil and a vampire and a complete git, but he's probably right.Half the time, Simon can't even make his wand work, and the other half, he starts something on fire. His mentor's avoiding him, his girlfriend broke up with him, and there's a magic-eating monster running around, wearing Simon's face. Baz would be having a field day with all this, if he were here  it's their last year at the Watford School of Magicks, and Simon's infuriating nemesis didn't even bother to show up.
Carry On - The Rise and Fall of Simon Snow
 is a ghost story, a love story and a mystery. It has just as much kissing and talking as you'd expect from a Rainbow Rowell story - but far, far more monsters.","['Fantasy', 'Young Adult', 'Romance', 'LGBT', 'Fiction', 'Queer', 'Magic']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1481729252i/32768522.jpg,https://www.goodreads.com/book/show/32768522-carry-on
John Dies at the End,David  Wong,3.87,"STOP. You should not have touched this flyer with your bare hands. NO, don't put it down. It's too late. They're watching you. My name is David Wong. My best friend is John. Those names are fake. You might want to change yours. You may not want to know about the things you'll read on these pages, about the sauce, about Korrok, about the invasion, and the future. But it's too late. You touched the book. You're in the game. You're under the eye. The only defense is knowledge. You need to read this book, to the end. Even the part with the bratwurst. Why? You just have to trust me.The important thing is this: The drug is called Soy Sauce and it gives users a window into another dimension. John and I never had the chance to say no. You still do. I'm sorry to have involved you in this, I really am. But as you read about these terrible events and the very dark epoch the world is about to enter as a result, it is crucial you keep one thing in mind: 
None of this was my fault.","['Horror', 'Fiction', 'Fantasy', 'Humor', 'Science Fiction', 'Comedy', 'Audiobook']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1189289716i/1857440.jpg,https://www.goodreads.com/book/show/1857440.John_Dies_at_the_End
The Stolen Child,Keith Donohue,3.73,"Inspired by the W.B. Yeats poem that tempts a child from home to the waters and the wild, The Stolen Child is a modern fairy tale narrated by the child Henry Day and his double.On a summer night, Henry Day runs away from home and hides in a hollow tree. There he is taken by the changelingsan unaging tribe of wild children who live in darkness and in secret. They spirit him away, name him Aniday, and make him one of their own. Stuck forever as a child, Aniday grows in spirit, struggling to remember the life and family he left behind. He also seeks to understand and fit in this shadow land, as modern life encroaches upon both myth and nature.In his place, the changelings leave a double, a boy who steals Henrys life in the world. This new Henry Day must adjust to a modern culture while hiding his true identity from the Day family. But he cant hide his extraordinary talent for the piano (a skill the true Henry never displayed), and his dazzling performances prompt his father to suspect that the son he has raised is an imposter. As he ages the new Henry Day becomes haunted by vague but persistent memories of life in another time and place, of a German piano teacher and his prodigy. Of a time when he, too, had been a stolen child. Both Henry and Aniday obsessively search for who they once were before they changed places in the world.The Stolen Child is a classic tale of leaving childhood and the search for identity. With just the right mix of fantasy and realism, Keith Donohue has created a bedtime story for adults and a literary fable of remarkable depth and strange delights.","['Fantasy', 'Fiction', 'Fairy Tales', 'Magical Realism', 'Audiobook', 'Paranormal', 'Adult Fiction']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386922199i/38657.jpg,https://www.goodreads.com/book/show/38657.The_Stolen_Child
